Datetime,Open,High,Low,Close,Adj Close,Volume
2022-06-16 09:30:00-04:00,132.0800018310547,132.0800018310547,131.58999633789062,132.02000427246094,132.02000427246094,4911843
2022-06-16 09:31:00-04:00,132.02000427246094,132.38999938964844,132.02000427246094,132.13999938964844,132.13999938964844,567632
2022-06-16 09:32:00-04:00,132.13499450683594,132.18499755859375,131.8300018310547,132.18499755859375,132.18499755859375,472847
2022-06-16 09:33:00-04:00,132.13999938964844,132.19000244140625,131.50999450683594,131.52499389648438,131.52499389648438,502935
2022-06-16 09:34:00-04:00,131.51780700683594,131.61000061035156,131.11000061035156,131.19000244140625,131.19000244140625,555899
2022-06-16 09:35:00-04:00,131.19000244140625,131.3489990234375,131.00999450683594,131.3489990234375,131.3489990234375,482961
2022-06-16 09:36:00-04:00,131.33999633789062,131.5500030517578,131.22999572753906,131.47999572753906,131.47999572753906,391347
2022-06-16 09:37:00-04:00,131.4499969482422,131.46499633789062,131.13999938964844,131.1999969482422,131.1999969482422,315088
2022-06-16 09:38:00-04:00,131.19500732421875,131.2100067138672,130.8300018310547,130.85499572753906,130.85499572753906,851245
2022-06-16 09:39:00-04:00,130.85000610351562,130.93499755859375,130.61000061035156,130.85499572753906,130.85499572753906,522415
2022-06-16 09:40:00-04:00,130.85499572753906,130.8800048828125,130.6999969482422,130.77999877929688,130.77999877929688,317400
2022-06-16 09:41:00-04:00,130.7949981689453,130.85989379882812,130.5,130.60000610351562,130.60000610351562,442565
2022-06-16 09:42:00-04:00,130.60000610351562,130.93499755859375,130.58999633789062,130.7050018310547,130.7050018310547,432974
2022-06-16 09:43:00-04:00,130.6999969482422,130.97000122070312,130.6999969482422,130.85499572753906,130.85499572753906,399804
2022-06-16 09:44:00-04:00,130.85000610351562,131.02000427246094,130.67999267578125,130.93179321289062,130.93179321289062,358101
2022-06-16 09:45:00-04:00,130.94000244140625,131.4499969482422,130.80999755859375,131.25999450683594,131.25999450683594,468217
2022-06-16 09:46:00-04:00,131.27000427246094,131.6999969482422,131.16000366210938,131.61000061035156,131.61000061035156,372321
2022-06-16 09:47:00-04:00,131.60009765625,131.7799072265625,131.44000244140625,131.48989868164062,131.48989868164062,375012
2022-06-16 09:48:00-04:00,131.49000549316406,131.77000427246094,131.44000244140625,131.72999572753906,131.72999572753906,357680
2022-06-16 09:49:00-04:00,131.74000549316406,131.77000427246094,131.44000244140625,131.49000549316406,131.49000549316406,301544
2022-06-16 09:50:00-04:00,131.50999450683594,131.61000061035156,131.22999572753906,131.22999572753906,131.22999572753906,389739
2022-06-16 09:51:00-04:00,131.24000549316406,131.27999877929688,131.0749969482422,131.09890747070312,131.09890747070312,281907
2022-06-16 09:52:00-04:00,131.08999633789062,131.25,131.05999755859375,131.1649932861328,131.1649932861328,217875
2022-06-16 09:53:00-04:00,131.16000366210938,131.2100067138672,130.97999572753906,131.02000427246094,131.02000427246094,244495
2022-06-16 09:54:00-04:00,131.00999450683594,131.1300048828125,130.89999389648438,131.1208038330078,131.1208038330078,263198
2022-06-16 09:55:00-04:00,131.1300048828125,131.4499969482422,131.0500030517578,131.05999755859375,131.05999755859375,276607
2022-06-16 09:56:00-04:00,131.05499267578125,131.27999877929688,131.0500030517578,131.19000244140625,131.19000244140625,195968
2022-06-16 09:57:00-04:00,131.17999267578125,131.41000366210938,131.05999755859375,131.41000366210938,131.41000366210938,238676
2022-06-16 09:58:00-04:00,131.41009521484375,131.5500030517578,131.27000427246094,131.35000610351562,131.35000610351562,274558
